date,open,close,low,high,volume
2003-12-31,20.0,17.66,16.8,20.78,20670052.0
2004-01-30,17.5,18.84,17.5,20.11,10797632.0
2004-02-27,19.0,21.56,18.49,24.09,21099083.0
2004-03-31,21.4,21.76,20.21,22.88,10066899.0
2004-04-30,21.81,19.07,17.15,23.68,12114331.0
2004-05-31,18.99,19.75,18.21,19.99,2030502.0
2004-06-30,19.85,17.39,17.05,21.0,5391198.0
2004-07-30,17.75,12.67,11.46,18.89,15411823.0
2004-08-31,12.5,10.76,10.2,13.2,6396591.0
2004-09-30,10.66,11.76,9.92,13.97,11200797.0
2004-10-29,11.76,10.62,9.9,13.07,6910097.0
2004-11-30,10.51,11.4,10.44,12.35,6857728.0
2004-12-31,11.4,10.45,10.33,12.24,2685569.0
2005-01-31,10.45,9.01,9.01,10.99,2115920.0
2005-02-28,9.05,9.82,8.8,10.35,2364382.0
2005-03-31,9.8,9.24,9.01,10.48,7298939.0
2005-04-29,9.1,9.21,8.86,11.04,9830728.0
2005-05-31,9.22,8.83,8.15,9.37,2749737.0
2005-06-30,5.75,6.2,5.39,6.49,5822319.0
2005-07-29,6.2,6.85,6.15,7.3,20818404.0
2005-08-31,6.85,5.46,5.3,6.85,40679946.0
2005-09-30,5.48,6.57,5.41,7.52,69527862.0
2005-10-31,6.57,4.85,4.7,6.8,31525428.0
2005-11-30,4.87,5.32,4.55,5.67,38601887.0
2005-12-30,5.3,5.19,4.8,5.42,17245238.0
2006-01-25,5.19,5.78,5.13,6.44,32838816.0
2006-02-28,5.9,5.42,5.26,6.18,16972518.0
2006-03-31,5.42,5.2,4.94,5.65,16597011.0
2006-04-28,5.2,5.57,5.2,6.47,34840317.0
2006-05-31,5.55,8.39,5.55,8.75,54885439.0
2006-06-30,6.0,6.77,5.47,7.24,80599038.0
2006-07-31,6.77,6.03,5.81,7.34,49879983.0
2006-08-31,6.03,7.13,5.79,7.68,94865300.0
2006-09-29,7.16,7.1,6.75,8.09,47738672.0
2006-10-31,7.11,7.94,7.11,8.55,63747213.0
2006-11-30,8.0,7.84,7.02,8.19,31107786.0
2006-12-29,7.83,9.32,7.47,10.8,68824902.0
2007-01-31,9.45,13.21,9.37,15.2,77285948.0
2007-02-28,13.0,14.15,12.3,15.45,26645044.0
2007-03-30,14.2,19.05,12.85,20.89,59125865.0
2007-04-30,19.5,20.99,18.81,24.53,60013299.0
2007-05-31,21.1,19.63,18.63,23.39,59305431.0
2007-06-29,19.63,15.03,14.45,21.49,60524650.0
2007-07-31,14.72,19.26,14.11,19.68,32893151.0
2007-08-31,19.26,34.11,17.84,34.11,62807842.0
2007-09-28,35.6,36.51,31.2,38.38,41238593.0
2007-10-31,37.01,32.4,28.79,37.3,24591921.0
2007-11-30,32.19,26.8,25.6,36.0,23753620.0
2007-12-28,26.82,33.54,26.79,34.38,10235807.0
2008-01-31,33.97,35.4,29.8,37.69,27130372.0
2008-02-29,35.9,33.65,31.8,36.75,8737445.0
2008-03-31,33.36,26.93,24.38,34.39,13218725.0
2008-04-30,26.54,26.81,18.36,26.91,12581037.0
2008-05-30,26.9,17.65,16.71,29.99,10032444.0
2008-06-30,17.5,14.5,12.2,17.5,13661182.0
2008-07-31,14.7,13.63,13.01,15.54,14109453.0
2008-08-29,13.6,12.39,11.25,13.82,12573612.0
2008-09-26,12.13,11.36,9.3,12.25,11695490.0
2008-10-31,11.3,8.33,8.19,12.01,8127434.0
2008-11-28,8.46,9.1,6.95,9.85,24001829.0
