date,open,close,low,high,volume
2005-06-10,1095.325,1100.932,1095.325,1130.776,415227705.0
2005-06-17,1103.981,1118.398,1073.891,1126.282,395684704.0
2005-06-24,1183.087,1179.831,1165.6,1192.615,618067115.0
2005-07-01,1236.887,1138.64,1138.64,1236.887,547055960.0
2005-07-08,1159.609,1106.298,1106.298,1159.609,280167158.0
2005-07-15,1109.464,1140.808,1109.464,1167.333,326099210.0
2005-07-22,1147.121,1164.028,1147.121,1171.179,224488231.0
2005-07-29,1138.495,1176.626,1138.495,1179.092,300929039.0
2005-08-05,1196.754,1251.551,1191.899,1251.551,409013731.0
2005-08-12,1267.684,1281.565,1267.684,1295.798,615248637.0
2005-08-19,1344.233,1267.607,1267.607,1350.16,729237170.0
2005-08-26,1268.519,1287.977,1268.519,1291.942,294011169.0
2005-09-02,1268.785,1335.026,1260.467,1335.026,330956071.0
2005-09-09,1343.133,1360.38,1307.955,1360.38,402549105.0
2005-09-16,1362.384,1364.957,1362.384,1377.349,204448463.0
2005-09-23,1368.328,1339.741,1338.099,1377.051,169536100.0
2005-09-30,1349.834,1346.954,1334.542,1349.834,207533417.0
2005-10-14,1347.664,1385.228,1347.664,1385.228,192355543.0
2005-10-21,1393.082,1400.616,1393.082,1400.616,159590456.0
2005-10-28,1398.165,1353.075,1353.075,1398.165,112323370.0
2005-11-04,1355.679,1356.947,1340.526,1356.947,159133650.0
2005-11-11,1353.782,1369.78,1353.782,1388.525,330957892.0
2005-11-18,1360.585,1368.683,1320.589,1368.683,286242160.0
2005-11-25,1374.788,1383.644,1358.549,1383.644,308337374.0
2005-12-02,1367.269,1384.993,1367.269,1429.19,559841474.0
2005-12-09,1326.73,1358.55,1324.077,1358.55,311295523.0
2005-12-16,1360.345,1387.571,1350.938,1387.571,288287725.0
2005-12-23,1377.004,1381.272,1348.363,1381.272,253986953.0
2005-12-30,1404.173,1405.103,1401.15,1427.83,327724446.0
2006-01-06,1406.962,1425.339,1406.962,1425.339,252117520.0
2006-01-13,1462.645,1467.613,1426.632,1467.613,504903346.0
2006-01-20,1472.587,1473.307,1472.587,1497.339,502779781.0
2006-01-25,1457.311,1430.017,1414.456,1471.201,298131544.0
2006-02-10,1433.445,1485.812,1433.445,1485.812,395858744.0
2006-02-17,1488.589,1440.049,1440.049,1533.498,393505735.0
2006-02-24,1432.931,1442.342,1383.951,1445.911,343281314.0
2006-03-03,1444.139,1439.119,1402.164,1477.528,285853866.0
2006-03-10,1439.782,1397.124,1377.72,1447.479,206093026.0
2006-03-17,1393.582,1424.811,1389.03,1435.057,182138947.0
2006-03-24,1426.158,1473.556,1413.731,1492.539,295330774.0
2006-03-31,1476.543,1506.009,1469.748,1522.464,324529825.0
