date,open,close,low,high,volume
2023-01-16,67.3,64.83,64.57,67.3,13594783.0
2023-01-17,64.8,65.05,64.25,65.43,7167223.0
2023-01-18,65.33,64.7,64.4,65.5,5777499.0
2023-01-19,64.75,64.09,63.6,64.99,6863400.0
2023-01-20,64.09,64.83,63.47,65.1,7753051.0
2023-01-30,70.5,71.31,70.35,71.31,5700609.0
2023-01-31,71.64,71.08,69.66,72.93,18375132.0
2023-02-01,72.01,72.78,70.99,74.53,15661498.0
2023-02-02,73.0,71.83,71.76,73.59,6356204.0
2023-02-03,71.8,70.43,68.77,72.11,8654461.0
2023-02-06,70.0,69.3,68.52,71.57,9408874.0
2023-02-07,69.58,71.03,68.85,72.27,13316088.0
2023-02-08,70.89,71.6,69.84,72.15,6779797.0
2023-02-09,71.37,72.83,70.9,74.11,10661609.0
2023-02-10,72.73,72.51,71.77,73.47,6918325.0
2023-02-13,71.5,71.75,70.7,72.95,7475471.0
2023-02-14,71.39,71.13,70.7,72.88,5338357.0
2023-02-15,72.0,70.7,69.99,72.73,5394574.0
2023-02-16,71.0,70.3,69.6,71.21,5748195.0
2023-02-17,70.3,69.37,68.89,70.9,4613031.0
2023-02-20,69.0,67.58,67.11,69.35,11557625.0
2023-02-21,67.6,68.49,65.85,69.5,8110148.0
2023-02-22,68.0,67.71,67.22,68.55,5019789.0
2023-02-23,67.72,67.62,67.25,68.18,2958430.0
2023-02-24,67.35,66.91,66.42,67.8,3265653.0
2023-02-27,66.51,66.95,65.91,67.48,4724575.0
2023-02-28,67.59,67.0,66.5,68.16,5196486.0
2023-03-01,66.95,65.67,65.02,67.09,8403060.0
2023-03-02,65.0,62.2,61.39,65.35,17837239.0
2023-03-03,62.16,61.0,60.88,62.79,10870489.0
2023-03-06,61.18,60.5,58.89,61.28,14181334.0
2023-03-07,60.5,58.75,58.7,60.5,9597388.0
2023-03-08,58.75,58.63,58.21,59.14,5288988.0
2023-03-09,58.6,57.62,57.43,58.8,7716499.0
2023-03-10,57.09,54.26,54.1,57.41,21462694.0
2023-03-13,54.31,54.92,54.31,55.3,10045426.0
2023-03-14,55.0,54.98,52.4,55.89,15812388.0
2023-03-15,55.52,55.15,54.88,57.94,13089090.0
2023-03-16,54.94,53.8,53.79,55.66,6354909.0
2023-03-17,54.47,53.4,53.03,54.6,5929565.0
2023-03-20,53.39,55.4,52.34,56.43,11496872.0
2023-03-21,55.29,58.18,55.13,58.47,19100486.0
2023-03-22,59.08,58.8,58.39,61.08,18161824.0
2023-03-23,58.51,57.58,56.88,58.97,10423204.0
2023-03-24,57.19,57.66,56.73,58.2,7304672.0
2023-03-27,57.3,57.7,56.2,59.16,11783714.0
2023-03-28,58.2,62.39,58.2,63.1,23916340.0
2023-03-29,62.35,65.59,62.02,66.0,21410997.0
2023-03-30,64.6,64.0,63.55,65.01,9449296.0
2023-03-31,64.5,64.12,63.61,65.75,7558665.0
2023-04-03,63.7,61.12,60.92,64.12,18373657.0
2023-04-04,61.01,58.92,55.25,61.01,32256633.0
2023-04-06,57.6,57.83,57.02,58.99,8399412.0
2023-04-07,57.33,59.01,57.22,60.16,8850902.0
2023-04-10,59.03,57.78,55.42,59.03,14452944.0
2023-04-11,57.93,58.1,57.0,58.58,8486745.0
2023-04-12,58.27,57.5,56.8,58.63,7069209.0
2023-04-13,57.4,56.82,56.35,57.86,8262444.0
2023-04-14,56.74,58.82,56.74,59.98,12371893.0
2023-04-17,59.6,59.11,58.71,60.88,8800374.0
2023-04-18,59.5,57.5,57.3,60.06,10201891.0
2023-04-19,57.61,55.94,54.68,57.94,15041560.0
2023-04-20,55.69,54.43,53.7,55.69,9482907.0
2023-04-21,54.26,51.85,51.68,54.26,17435002.0
2023-04-24,51.64,52.51,50.12,53.88,12448119.0
2023-04-25,52.32,50.7,49.94,52.45,12457508.0
2023-04-26,50.71,52.22,50.71,53.6,13793016.0
2023-04-27,52.0,52.17,51.43,53.07,7255864.0
2023-04-28,52.6,50.6,50.0,52.84,9642540.0
2023-05-04,50.61,51.16,50.31,52.24,9016085.0
2023-05-05,51.06,49.87,49.75,51.06,7347993.0
2023-05-08,50.2,49.92,49.68,51.24,7178624.0
2023-05-09,49.75,49.48,48.9,50.19,6470478.0
2023-05-10,49.21,52.91,49.14,53.14,19504421.0
2023-05-11,52.9,54.23,52.9,56.07,20331202.0
2023-05-12,54.28,52.79,52.66,55.23,7901766.0
2023-05-15,52.79,54.75,52.48,55.31,10734212.0
2023-05-16,54.74,54.1,53.85,55.4,6045136.0
2023-05-17,54.64,53.72,53.32,55.32,5947906.0
2023-05-18,54.68,56.36,54.68,57.93,20013355.0
2023-05-19,56.3,55.36,55.0,56.58,8664060.0
2023-05-22,56.01,57.37,56.01,59.21,21298273.0
2023-05-23,57.21,56.79,56.58,58.69,8760550.0
2023-05-24,56.53,56.5,55.89,57.86,8156250.0
2023-05-25,56.22,56.1,55.17,57.1,5355972.0
2023-05-26,57.39,59.74,55.83,60.83,17849220.0
2023-05-29,60.0,58.98,57.33,60.8,16148575.0
2023-05-30,59.02,60.01,58.28,60.75,15904444.0
2023-05-31,59.7,58.13,56.2,59.77,14796471.0
2023-06-01,58.28,56.9,55.56,58.28,12622324.0
2023-06-02,56.61,60.05,56.58,61.57,18687880.0
2023-06-05,60.56,62.74,59.51,63.5,18727499.0
2023-06-06,62.72,61.96,61.4,63.4,7746060.0
2023-06-07,61.62,61.04,60.9,62.43,7223003.0
2023-06-08,61.29,61.45,61.14,62.62,6171955.0
2023-06-09,62.0,63.98,62.0,64.3,10849525.0
2023-06-12,63.0,68.4,63.0,70.38,18449114.0
2023-06-13,69.0,68.48,67.28,71.87,13110330.0
2023-06-14,68.49,67.72,67.0,69.5,10668206.0
2023-06-15,68.66,72.77,67.8,74.49,16473165.0
2023-06-16,72.51,76.2,72.4,76.41,14973284.0
2023-06-19,75.1,78.0,75.1,79.86,14291985.0
2023-06-20,77.8,81.2,76.77,83.4,21412520.0
2023-06-21,82.0,78.69,78.0,84.82,20266685.0
2023-06-26,78.2,76.4,75.46,81.16,21316079.0
2023-06-27,76.46,76.0,74.01,77.05,16077715.0
2023-06-28,76.0,75.83,73.04,77.48,17068944.0
2023-06-29,75.83,79.97,75.59,81.49,21874697.0
2023-06-30,79.14,80.7,78.78,81.35,13329033.0
2023-07-03,81.0,76.41,75.88,84.0,21155062.0
2023-07-04,78.01,79.66,76.3,81.11,15522076.0
2023-07-05,79.1,78.4,77.77,82.28,14741863.0
2023-07-06,77.9,77.9,76.27,79.18,14032263.0
2023-07-07,77.53,74.82,74.39,77.7,15425796.0
2023-07-10,74.97,72.8,71.7,76.31,21129894.0
2023-07-11,73.73,76.76,72.5,77.3,18350279.0
2023-07-12,76.95,74.25,74.12,77.82,11159327.0
2023-07-13,74.86,74.45,73.33,75.5,9192186.0
2023-07-14,73.61,74.7,73.61,76.68,12080513.0
2023-07-17,75.2,73.99,71.44,75.39,9095303.0
2023-07-18,73.99,76.4,73.21,77.48,17729653.0
2023-07-19,75.9,75.9,74.73,76.58,9214781.0
2023-07-20,75.81,71.71,71.43,75.9,18256028.0
2023-07-21,71.51,71.14,70.4,72.44,9311057.0
2023-07-24,71.69,71.28,71.0,72.73,5672809.0
2023-07-25,72.99,73.21,70.8,74.3,11450908.0
2023-07-26,73.21,70.67,70.17,73.21,7113254.0
2023-07-27,72.5,70.78,70.7,74.04,9344568.0
2023-07-28,70.8,71.57,69.3,72.6,7906162.0
2023-07-31,70.99,73.42,70.6,74.74,10451304.0
2023-08-01,73.0,71.37,70.77,73.85,8221189.0
2023-08-02,71.38,71.28,70.6,72.9,5601720.0
2023-08-03,70.6,70.0,69.25,71.45,8797065.0
2023-08-04,70.44,71.99,68.33,72.9,13329773.0
2023-08-07,71.98,73.73,71.62,75.4,13179355.0
2023-08-08,73.7,73.23,72.87,75.0,8660534.0
2023-08-09,73.06,72.7,70.8,73.06,6766903.0
2023-08-10,72.5,71.79,70.92,73.25,4871509.0
2023-08-11,72.14,70.39,70.39,72.4,5680285.0
2023-08-14,69.62,70.15,66.5,70.49,12813269.0
2023-08-15,70.89,69.1,68.32,71.0,6364980.0
2023-08-16,68.19,67.8,67.67,69.96,4850174.0
2023-08-17,67.6,68.9,66.5,70.25,10177757.0
2023-08-18,68.84,67.05,66.85,69.3,5324044.0
2023-08-21,66.54,65.69,65.6,67.05,5395906.0
2023-08-22,67.67,68.56,65.87,69.0,11297165.0
2023-08-23,69.1,67.15,67.15,69.1,5823229.0
2023-08-24,67.79,70.93,67.21,72.09,11248820.0
2023-08-25,70.5,68.6,67.4,70.5,10436552.0
2023-08-28,72.7,67.0,65.87,72.7,14346208.0
2023-08-29,67.49,73.7,67.49,73.7,15298652.0
2023-08-30,78.0,78.45,77.0,81.0,43549464.0
2023-08-31,78.5,77.91,77.5,79.3,21751602.0
2023-09-01,78.0,77.28,75.18,78.99,20862623.0
2023-09-04,77.3,76.2,74.3,77.75,18266442.0
2023-09-05,75.82,75.17,74.74,77.5,11623776.0
2023-09-06,74.49,75.15,74.49,75.82,10826523.0
2023-09-07,74.61,73.52,73.42,74.88,7877222.0
2023-09-08,73.16,74.15,73.0,75.55,11154401.0
2023-09-11,73.71,74.66,72.72,75.97,9913850.0
2023-09-12,76.6,75.43,74.55,77.26,10347530.0
2023-09-13,74.6,73.8,72.9,75.14,6643103.0
2023-09-14,72.8,71.96,71.66,74.13,6746031.0
2023-09-15,72.13,72.17,71.55,73.19,5953480.0
2023-09-18,72.16,74.1,71.57,75.1,9630602.0
2023-09-19,73.31,74.32,73.1,75.84,6621153.0
2023-09-20,74.2,72.57,72.29,74.48,5358919.0
2023-09-21,72.44,70.95,70.63,72.63,8741811.0
2023-09-22,70.7,72.36,70.5,72.74,6630562.0
2023-09-25,76.0,73.6,73.55,76.55,9511723.0
2023-09-26,73.83,74.59,72.75,75.44,7004837.0
