date,open,close,low,high,volume
2003-12-19,20.0,17.31,16.91,20.78,14108237.0
2003-12-26,17.01,17.66,16.8,18.37,4598100.0
2004-01-02,17.7,17.66,17.11,18.19,0.0
2004-01-09,17.66,18.54,17.61,19.6,5882977.0
2004-01-16,18.58,19.01,18.08,19.17,3341542.0
2004-01-30,19.01,18.84,18.8,20.11,1069553.0
2004-02-06,19.0,20.58,18.49,21.54,7271413.0
2004-02-13,20.61,20.8,20.1,21.28,3083215.0
2004-02-20,21.0,21.9,21.0,22.47,4692815.0
2004-02-27,24.09,21.56,20.38,24.09,6051640.0
2004-03-05,21.4,20.88,20.58,21.56,2235413.0
2004-03-12,20.9,21.2,20.75,22.88,2360743.0
2004-03-19,21.09,20.48,20.21,21.39,2245164.0
2004-03-26,20.5,20.98,20.27,21.33,1252760.0
2004-04-02,21.05,22.45,21.0,22.48,3211474.0
2004-04-09,22.5,22.49,21.75,23.68,4823275.0
2004-04-16,22.0,21.55,21.15,22.7,2512355.0
2004-04-23,21.61,20.58,20.28,22.0,1395586.0
2004-04-30,20.34,19.07,17.15,20.52,2144460.0
2004-05-14,18.99,18.75,18.51,19.5,472562.0
2004-05-21,18.52,19.16,18.5,19.88,567725.0
2004-05-28,19.28,19.15,18.21,19.28,475369.0
2004-06-04,19.0,19.4,19.0,21.0,2203255.0
2004-06-11,19.5,18.3,18.0,19.56,591758.0
2004-06-18,18.2,18.37,17.95,18.6,471788.0
2004-06-25,18.38,18.33,18.15,20.46,2127826.0
2004-07-02,18.01,17.7,17.05,18.89,914228.0
2004-07-09,16.28,14.94,14.86,16.98,3659446.0
2004-07-16,14.75,13.09,12.28,14.75,4659439.0
2004-07-23,13.22,12.56,12.12,13.35,3010974.0
2004-07-30,12.32,12.67,11.46,13.38,3679153.0
2004-08-06,12.5,12.44,12.05,13.2,2810798.0
2004-08-13,12.44,11.96,11.62,12.64,987794.0
2004-08-20,11.96,10.94,10.81,11.96,1216129.0
2004-08-27,10.94,10.22,10.21,11.01,889034.0
2004-09-03,10.2,10.56,10.2,11.2,764030.0
2004-09-10,10.61,10.29,10.11,10.74,489546.0
2004-09-17,10.25,12.15,9.92,12.3,3189255.0
2004-09-24,12.03,12.42,11.9,13.97,5960336.0
