date,open,high,low,close,volume
2025-08-22,208659.5297899823,213388.62946752235,208534.3340721083,213260.67306368414,25467.0963
2025-08-25,213260.67306368414,223479.98699315437,213132.71665984593,223345.97940551108,31411.3736
2025-08-26,223345.97940551108,227938.26132517212,223211.97181786777,227801.58037694596,26790.1989
2025-08-27,227801.58037694596,236819.07612415528,227664.89942871977,236677.06988222597,31655.6475
2025-08-28,236677.06988222597,242863.02046688093,236535.06364029663,242717.39003286124,29708.0271
2025-08-29,242717.39003286124,246576.48098771178,242571.7595988415,246428.62381342374,27982.9728
2025-09-01,246428.62381342374,249434.9383542033,246280.76663913566,249285.36713392296,27499.6057
2025-09-02,249285.36713392296,253258.60745356246,249135.7959136426,253106.74340751796,28749.913
2025-09-03,253106.74340751796,253258.60745356246,251286.0713417961,251436.93350189726,23640.8644
2025-09-04,251436.93350189726,251886.8552800713,251286.0713417961,251735.81379179624,25442.5736
2025-09-05,251735.81379179624,251886.8552800713,249459.05227055412,249608.81756109078,23046.5851
2025-09-08,249608.81756109078,249758.5828516274,248685.9343413525,248835.23548264208,24187.2997
2025-09-09,248835.23548264208,248984.53662393164,244989.86480180692,245136.94696998893,21185.235
2025-09-10,245136.94696998893,245284.0291381709,240260.23534445418,240404.47803127294,19781.2258
2025-09-11,240404.47803127294,240885.66151363848,240260.23534445418,240741.21678356835,24377.1866
2025-09-12,240741.21678356835,242021.47565274622,240596.7720534982,241876.34984284051,25209.2547
2025-09-15,241876.34984284051,242021.47565274622,240318.64005782283,240462.91780850795,22774.2029
2025-09-16,240462.91780850795,240607.19555919303,239686.94966361544,239830.84817251895,23414.2221
2025-09-17,239830.84817251895,239974.74668142243,239471.45843361493,239615.22757015703,23767.4642
2025-09-18,239615.22757015703,247153.62189902744,239471.45843361493,247005.41864783876,31351.7138
2025-09-19,247005.41864783876,247153.62189902744,245395.93356049643,245543.25951620616,23238.3827
2025-09-22,245543.25951620616,245690.58547191587,242058.51309736326,242203.83539860244,21214.9018
2025-09-23,242203.83539860244,243073.10098096298,242058.51309736326,242927.34457421847,24943.8927
2025-09-24,242927.34457421847,243073.10098096298,241757.37828421025,241902.5197960879,23267.9097
